,unique_intersection_id,INTERSECTIONID,FULLINTERSECTION,LONGITUDE,LATITUDE,all_dropoffs,all_pickups,morning_dropoffs,morning_pickups,late_morning_dropoffs,late_morning_pickups,afternoon_dropoffs,afternoon_pickups,evening_dropoffs,evening_pickups,late_evening_dropoffs,late_evening_pickups,cluster_id
119,3805,13081,NEW YORK AVENUE NW AND 14TH STREET NW//14TH STREET NW AND NEW YORK AVENUE NW,-77.03195202,38.899392999999996,9284,8997,1823,597,2142,2196,2619,2692,2118,2888,582,624,2398
120,586,17249,4TH STREET NW AND K STREET NW//K STREET NW AND 4TH STREET NW,-77.01617601,38.90251956,7967,8988,984,1429,1670,1976,1889,1940,2397,2422,1027,1221,589
121,389,16472,20TH STREET NW AND E ST EXPRESSWAY NW//E STREET NW AND 20TH STREET NW//20TH STREET NW AND E STREET NW//E ST EXPRESSWAY NW AND 20TH STREET NW//E ST EXPRESSWAY NW AND E STREET NW//E STREET NW AND E ST EXPRESSWAY NW,-77.04491816,38.89599504,7046,8894,1037,961,1792,2240,2064,2735,1609,2316,544,642,389
122,5228,13747,E STREET NW AND 11TH STREET NW//11TH STREET NW AND E STREET NW,-77.02704107,38.89613001,9109,8843,802,388,1915,1620,2820,2704,2596,3029,976,1102,4285
123,3849,-182,WHITEHURST FREEWAY NW OVER 30TH STREET NW,-77.0591062,38.90256729,8793,8804,1504,489,1504,1384,2270,2537,2547,3254,968,1140,1277
124,2026,31,K STREET NW AND 12TH STREET NW//12TH STREET NW AND K STREET NW,-77.02808122,38.9025182,6934,8790,1651,1147,1405,2240,1596,2109,1616,2499,666,795,2026
125,1894,13824,CONSTITUTION AVENUE NW AND 20TH STREET NW//20TH STREET NW AND CONSTITUTION AVENUE NW,-77.04493803,38.89210134,6400,8772,273,352,1545,2515,2293,2958,1602,2070,687,877,2464
126,2906,19093,THOMAS JEFFERSON STREET NW AND M STREET NW//M STREET NW AND THOMAS JEFFERSON STREET NW,-77.06016184,38.90520167,8425,8759,684,296,1596,1332,2517,2573,2726,3216,902,1342,5760
127,6078,16737,DANIEL C FRENCH DRIVE SW AND LINCOLN MEMORIAL CIRCLE SW//LINCOLN MEMORIAL CIRCLE SW AND DANIEL C FRENCH DRIVE SW,-77.04942106,38.88849281,9132,8754,402,211,2352,1942,3233,3248,2307,2514,838,839,6077
128,5027,13215,9TH STREET SW AND WATER STREET SW//WATER STREET SW AND 9TH STREET SW,-77.02523836,38.87999811,10170,8722,389,337,1561,1091,2816,2500,3638,3058,1766,1736,2162
129,2054,15992,U STREET NW AND 16TH STREET NW//NEW HAMPSHIRE AVENUE NW AND 16TH STREET NW//NEW HAMPSHIRE AVENUE NW AND U STREET NW//16TH STREET NW AND U STREET NW//U STREET NW AND NEW HAMPSHIRE AVENUE NW//16TH STREET NW AND NEW HAMPSHIRE AVENUE NW,-77.03649232,38.91700256,7409,8718,565,1816,1523,1678,1573,1672,2576,2213,1172,1339,2054
130,6904,18281,14TH STREET NW AND H STREET NW//H STREET NW AND 14TH STREET NW,-77.03195636,38.90020484,8881,8711,1369,521,1945,1778,2546,2431,2287,3166,734,815,7584
131,3964,11504,F STREET NW AND 19TH STREET NW//19TH STREET NW AND F STREET NW,-77.0434676,38.89735529,7636,8654,933,757,1413,1787,2029,2189,2321,2963,940,958,389
132,2063,19179,L STREET NW AND 17TH STREET NW//17TH STREET NW AND L STREET NW,-77.03850883,38.90374271,7852,8630,2207,1023,1795,2297,1902,2265,1530,2513,418,532,142
133,2385,11709,F STREET NW AND 12TH STREET NW//12TH STREET NW AND F STREET NW,-77.02809048,38.89734308,8803,8583,921,543,1814,1529,2825,2601,2479,3017,764,893,8076
134,5466,14471,F STREET NW AND 15TH STREET NW//15TH STREET NW AND F STREET NW,-77.03364534,38.89734549,9442,8582,624,428,1827,1526,3053,2694,2801,2783,1137,1151,2398
135,2143,13299,PENNSYLVANIA AVENUE SE AND INDEPENDENCE AVENUE SE//2ND STREET SE AND INDEPENDENCE AVENUE SE//INDEPENDENCE AVENUE SE AND PENNSYLVANIA AVENUE SE//2ND STREET SE AND PENNSYLVANIA AVENUE SE//INDEPENDENCE AVENUE SE AND 2ND STREET SE//PENNSYLVANIA AVENUE SE AND 2ND STREET SE,-77.00351948,38.88761401,8637,8555,1416,958,2743,2453,2699,3061,1412,1696,367,387,2143
136,145,18484,M STREET NW AND 18TH STREET NW//18TH STREET NW AND M STREET NW,-77.04168637,38.90565559,8529,8473,1616,608,1987,1789,2115,2599,1955,2527,856,950,356
137,6490,13936,C STREET SW AND 14TH STREET SW//14TH STREET SW AND C STREET SW,-77.03195728,38.88596793,8596,8469,566,343,2780,1954,3814,3919,1231,2009,205,244,2165
138,7933,15155,H STREET NW AND 21ST STREET NW//21ST STREET NW AND H STREET NW,-77.04665252,38.89957744,7903,8428,857,393,1996,1837,2310,2829,2022,2334,718,1035,7550
139,4515,18355,18TH STREET NW AND L STREET NW//L STREET NW AND 18TH STREET NW,-77.041673,38.90374357,8693,8359,1859,679,2005,1997,2248,2525,2024,2516,557,642,142
140,5516,17807,H STREET NW AND 17TH STREET NW//17TH STREET NW AND H STREET NW,-77.03944815,38.90020814,8833,8334,1132,562,1943,1767,2731,2469,2329,2726,698,810,2670
141,6308,15217,1ST STREET SE AND POTOMAC AVENUE SE//POTOMAC AVENUE SE AND 1ST STREET SE,-77.00588485,38.87197691,9167,8306,305,338,1035,837,2268,1809,3823,3107,1736,2215,6308
142,5464,15145,S STREET NW AND 14TH STREET NW//14TH STREET NW AND S STREET NW,-77.03195143,38.91409412,8105,8254,386,783,1328,1243,1784,1995,2944,2401,1663,1832,6637
143,7151,16986,NEW YORK AVENUE NW AND 10TH STREET NW//10TH STREET NW AND NEW YORK AVENUE NW,-77.0259872,38.90146302,8052,8201,1015,812,1507,1606,2108,1906,2482,2799,940,1078,888
144,1730,19109,CONSTITUTION AVENUE NE AND 2ND STREET NE//MARYLAND AVENUE NE AND CONSTITUTION AVENUE NE//CONSTITUTION AVENUE NE AND MARYLAND AVENUE NE//MARYLAND AVENUE NE AND 2ND STREET NE//2ND STREET NE AND MARYLAND AVENUE NE//2ND STREET NE AND CONSTITUTION AVENUE NE,-77.00351455,38.89201029,8060,8157,2258,1388,1957,2294,2233,2444,1177,1677,435,354,1730
145,2945,14457,HENRY BACON DRIVE NW AND CONSTITUTION AVENUE NW//CONSTITUTION AVENUE NW AND HENRY BACON DRIVE NW,-77.04797169,38.89210148,8452,8140,310,181,2021,1925,2959,3013,2184,2214,978,807,2464
146,2634,13599,M STREET NW AND 34TH STREET NW//34TH STREET NW AND M STREET NW,-77.06783014,38.90506531,4367,8124,404,421,868,1443,1225,2309,1405,2835,465,1116,2634
147,5892,18596,PROSPECT STREET NW AND WISCONSIN AVENUE NW//WISCONSIN AVENUE NW AND PROSPECT STREET NW,-77.06283338,38.90602641,6843,8091,492,326,1456,1413,1997,2490,2063,2655,835,1207,5760
148,8304,11618,N STREET NW AND 9TH STREET NW//9TH STREET NW AND N STREET NW,-77.02396275,38.90724421,7414,8056,584,1101,1219,1364,1540,1661,2607,2095,1464,1835,8304
149,1926,15783,I STREET NW AND CONNECTICUT AVENUE NW//17TH STREET NW AND CONNECTICUT AVENUE NW//I STREET NW AND 17TH STREET NW//CONNECTICUT AVENUE NW AND I STREET NW//CONNECTICUT AVENUE NW AND 17TH STREET NW//17TH STREET NW AND I STREET NW,-77.03852241,38.90134524,7265,8050,1438,891,1647,1782,1953,2202,1690,2461,537,714,142
150,1419,14938,M STREET NE AND DELAWARE AVENUE NE//DELAWARE AVENUE NE AND M STREET NE,-77.00306014,38.90564413,7760,8024,1467,1446,1308,1324,1817,1790,2319,2511,849,953,7727
151,4230,17960,7TH STREET NW AND S STREET NW//S STREET NW AND 7TH STREET NW,-77.02191585,38.91408876,5888,8001,994,1723,999,1548,1305,1693,1762,2151,828,886,4230
152,5266,17397,3RD STREET SE AND PENNSYLVANIA AVENUE SE//PENNSYLVANIA AVENUE SE AND 3RD STREET SE,-77.00204191,38.88706834,7373,7981,682,634,1916,1565,2210,2665,1886,2262,679,855,2143
153,2457,13197,RHODE ISLAND AVENUE NW AND 17TH STREET NW//17TH STREET NW AND RHODE ISLAND AVENUE NW,-77.03849882,38.90655395,6321,7932,2260,1051,1301,1756,1233,1875,1193,2699,334,551,356
154,1651,16393,K STREET NW AND 21ST STREET NW//21ST STREET NW AND K STREET NW,-77.04664869,38.90252627,7115,7921,2043,812,1712,2281,1837,2331,1138,1993,385,504,1651
155,5759,17936,POTOMAC STREET NW AND M STREET NW//M STREET NW AND POTOMAC STREET NW,-77.06518037,38.90512737,6598,7915,479,440,1430,1425,1986,2406,1936,2529,767,1115,5760
156,1924,17482,BILTMORE STREET NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND BILTMORE STREET NW,-77.04317361,38.92229289,7534,7787,525,818,1182,1315,1699,1755,2491,2139,1637,1760,1924
157,279,15209,M STREET NW AND 29TH STREET NW//29TH STREET NW AND PENNSYLVANIA AVENUE NW//29TH STREET NW AND M STREET NW//M STREET NW AND PENNSYLVANIA AVENUE NW//PENNSYLVANIA AVENUE NW AND M STREET NW//PENNSYLVANIA AVENUE NW AND 29TH STREET NW,-77.05810924,38.90523789,7229,7762,693,412,1544,1320,2186,2502,2093,2561,713,967,279
158,3723,14445,C STREET SW AND 4TH STREET SW//4TH STREET SW AND C STREET SW,-77.01755527,38.88604062,6906,7744,1249,793,1846,2029,2156,2766,1202,1738,453,418,3723
159,7547,13425,7TH STREET SW AND WATER STREET SW//WATER STREET SW AND 7TH STREET SW,-77.02310635,38.87831228,7706,7735,276,220,1139,920,2363,2229,2640,2783,1288,1583,2160
160,2045,14356,PENNSYLVANIA AVENUE NW AND 14TH STREET NW//14TH STREET NW AND PENNSYLVANIA AVENUE NW,-77.03195506,38.89549897,8363,7723,690,433,1852,1636,2967,2541,2246,2482,608,631,2398
161,638,18036,23RD STREET NW AND M STREET NW//M STREET NW AND 23RD STREET NW,-77.05010883,38.90526312,7654,7720,1063,1029,1612,1704,2032,1807,2267,2354,680,826,2556
162,4154,13289,11TH STREET NW AND G STREET NW//G STREET NW AND 11TH STREET NW,-77.02703422,38.89831641,7497,7706,1459,1075,1290,1451,2032,1830,2071,2597,645,753,8076
163,5652,14500,MASSACHUSETTS AVENUE NW AND I STREET NW//I STREET NW AND MASSACHUSETTS AVENUE NW,-77.01818364,38.9008674,6813,7655,663,1435,1114,1261,1488,1463,2469,2349,1079,1147,589
164,3141,20418,N STREET NE AND N STREET NE//N STREET NE AND 2ND STREET NE//2ND STREET NE AND N STREET NE,-77.00351342,38.90723728,4886,7648,1202,1738,847,1652,1068,1627,1247,2017,522,614,3141
165,593,13056,NEW YORK AVENUE NW AND K STREET NW//K STREET NW AND NEW YORK AVENUE NW//9TH STREET NW AND K STREET NW//K STREET NW AND 9TH STREET NW//9TH STREET NW AND NEW YORK AVENUE NW//NEW YORK AVENUE NW AND 9TH STREET NW,-77.0239891,38.90208916,7280,7631,760,982,1529,1645,2023,1887,2217,2249,751,868,888
166,6772,-518,CONSTITUTION AVENUE NW AND MADISON DRIVE NW,-77.02754624,38.89208402,5614,7621,374,232,1801,1773,2344,3078,844,2088,251,450,2384
167,8011,14775,15TH STREET NW AND MADISON DRIVE NW//MADISON DRIVE NW AND 15TH STREET NW,-77.03303102,38.89012994,8824,7615,371,330,2279,1734,3445,3020,2002,2004,727,527,2947
168,7585,13180,15TH STREET NW AND I STREET NW//I STREET NW AND 15TH STREET NW,-77.03363897,38.901333,5874,7549,1395,730,1376,2010,1515,2116,1222,2230,366,463,7584
169,1853,19046,18TH STREET NW AND BELMONT ROAD NW//BELMONT ROAD NW AND 18TH STREET NW,-77.04201978,38.92059087,8056,7499,320,925,1021,1047,1643,1549,3002,2247,2070,1731,1924
170,8010,715,28TH STREET NW AND M STREET NW//M STREET NW AND 28TH STREET NW,-77.05701191,38.90523231,6866,7475,401,429,1488,1224,1951,2198,2186,2465,840,1159,279
171,7583,16085,7TH STREET NW AND I STREET NW//I STREET NW AND 7TH STREET NW,-77.02191098,38.90087045,7838,7418,828,600,1466,1175,2137,2241,2362,2165,1045,1237,4208
172,595,32,13TH STREET NW AND K STREET NW//K STREET NW AND 13TH STREET NW,-77.02962613,38.90252273,6723,7410,1737,809,1791,2003,1567,2005,1251,2045,377,548,7584
173,1246,17370,CONSTITUTION AVENUE NW AND VIRGINIA AVENUE NW//VIRGINIA AVENUE NW AND CONSTITUTION AVENUE NW,-77.04067595,38.89210011,4555,7386,181,236,1127,2276,1607,2515,1208,1731,432,628,1933
174,2381,13536,K STREET NW AND 11TH STREET NW//11TH STREET NW AND K STREET NW,-77.02703883,38.90252269,5914,7362,886,1398,1190,1646,1449,1500,1694,2072,695,746,2026
175,515,11580,CONNECTICUT AVENUE NW AND T STREET NW//CONNECTICUT AVENUE NW AND LEROY PLACE NW//LEROY PLACE NW AND CONNECTICUT AVENUE NW//T STREET NW AND COLUMBIA ROAD NW//T STREET NW AND CONNECTICUT AVENUE NW//LEROY PLACE NW AND T STREET NW//COLUMBIA ROAD NW AND T STREET NW//CONNECTICUT AVENUE NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND CONNECTICUT AVENUE NW//T STREET NW AND LEROY PLACE NW//COLUMBIA ROAD NW AND LEROY PLACE NW//LEROY PLACE NW AND COLUMBIA ROAD NW,-77.04634508,38.91598936,6706,7356,975,1106,1382,1599,1696,1637,1827,2097,826,917,515
176,1434,13273,COLUMBUS CIRCLE NE AND E STREET NE//E STREET NE AND COLUMBUS CIRCLE NE,-77.00764027,38.89664623,6106,7355,622,846,1048,1179,1982,1837,2054,2836,400,657,742
177,7667,13748,E STREET NW AND 12TH STREET NW//12TH STREET NW AND E STREET NW,-77.02808106,38.89613245,7553,7340,803,338,1646,1478,2520,2437,1978,2356,606,731,8076
178,3812,11940,CONSTITUTION AVENUE NW AND 16TH STREET NW//16TH STREET NW AND CONSTITUTION AVENUE NW,-77.03654146,38.89209678,7708,7318,318,454,1788,1830,2633,2202,2022,1980,947,852,3812
179,5553,14150,F STREET NW AND 21ST STREET NW//21ST STREET NW AND F STREET NW,-77.04666404,38.89735377,7341,7306,756,1000,1375,1240,1955,1774,2241,2361,1014,931,389
180,4517,13527,9TH STREET NW AND L STREET NW//L STREET NW AND 9TH STREET NW,-77.02401988,38.90417234,6618,7266,688,1030,1272,1341,1676,1659,1986,2180,996,1056,888
181,639,13532,33RD STREET NW AND M STREET NW//M STREET NW AND 33RD STREET NW,-77.06604111,38.90511041,5528,7263,412,323,1150,1220,1565,2145,1642,2422,759,1153,2634
182,3728,16122,JEFFERSON DRIVE SW AND 12TH STREET SW//12TH STREET SW AND JEFFERSON DRIVE SW,-77.02818932,38.8886489,6760,7239,304,635,1544,1869,2477,2296,1911,1898,524,541,6625
183,2955,18924,8TH STREET NW AND D STREET NW//D STREET NW AND 8TH STREET NW,-77.02296249,38.89479586,5600,7215,422,409,1238,1292,1803,2697,1552,2037,585,780,2542
184,8075,14619,23RD STREET NW AND G STREET NW//G STREET NW AND 23RD STREET NW,-77.05013489,38.89832707,7180,7199,568,666,1438,1397,1879,1816,2211,2171,1084,1149,8075
185,350,17078,DE SALES STREET NW AND CONNECTICUT AVENUE NW//CONNECTICUT AVENUE NW AND DE SALES STREET NW,-77.04058626,38.90473529999999,6556,7162,1090,420,1329,1515,1694,1873,1794,2522,649,832,356
186,2241,17829,RAOUL WALLENBERG PLACE SW AND MAINE AVENUE SW//MAINE AVENUE SW AND RAOUL WALLENBERG PLACE SW,-77.03372696,38.88456402,7778,7161,426,338,1875,1441,3063,2749,1952,2144,462,489,2241
187,7919,18091,FLORIDA AVENUE NW AND 14TH STREET NW//14TH STREET NW AND FLORIDA AVENUE NW,-77.0319407,38.92006438,7499,7111,915,1077,1026,1234,1489,1265,2707,2064,1362,1471,7919
188,8001,-245,Q STREET NW OVER CONNECTICUT AVENUE NW,-77.04430637,38.91113135,5022,7091,1122,1448,982,1478,1050,1634,1288,1843,580,688,1786
189,465,11634,20TH STREET NW AND Q STREET NW//Q STREET NW AND 20TH STREET NW,-77.0448877,38.91112669,5181,7074,1098,1431,845,1373,984,1381,1709,2143,545,746,465
190,3810,19748,H STREET NW AND 16TH STREET NW//16TH STREET NW AND H STREET NW,-77.03655417,38.90020143,7494,7052,619,310,1660,1378,2283,2062,2154,2500,778,802,3810
191,245,18928,9TH STREET NW AND I STREET NW//I STREET NW AND 9TH STREET NW,-77.02397692,38.90086744,7081,7051,534,546,1371,1313,2061,1897,2216,2286,899,1009,4208
192,7184,15210,M STREET NW AND 30TH STREET NW//30TH STREET NW AND M STREET NW,-77.05916771,38.90521895,7473,7040,731,273,1461,1029,2096,2162,2332,2490,853,1086,279
193,1932,-646,MADISON DRIVE NW AND CONSTITUTION AVENUE NW,-77.02788666,38.89047351,7765,6960,340,105,2640,2012,3342,3209,1187,1413,256,221,2384
194,5886,-166,31ST STREET NW UNDER WHITEHURST FREEWAY NW,-77.06113218,38.90256827,6739,6938,264,156,1042,784,1958,1983,2349,2521,1126,1494,1277
195,7635,15200,M STREET NW AND 7TH STREET NW//7TH STREET NW AND M STREET NW,-77.02191414,38.90564383,5499,6937,841,1565,752,919,1188,1403,2004,2276,714,774,7635
196,7466,20465,D STREET NW AND 14TH STREET NW//14TH STREET NW AND D STREET NW,-77.03196365,38.89463131,7477,6929,573,247,1502,1167,2558,2387,2166,2387,678,741,383
197,1998,16667,MT VERNON PLACE NW AND 7TH STREET NW//7TH STREET NW AND NEW YORK AVENUE NW//NEW YORK AVENUE NW AND MT VERNON PLACE NW//7TH STREET NW AND MT VERNON PLACE NW//NEW YORK AVENUE NW AND 7TH STREET NW//MT VERNON PLACE NW AND NEW YORK AVENUE NW,-77.02191907,38.90293917,6796,6905,1106,1012,1663,1565,1722,1918,1657,1664,648,746,888
198,4271,11786,CONNECTICUT AVENUE NW AND ORDWAY STREET NW//ORDWAY STREET NW AND CONNECTICUT AVENUE NW,-77.05850939,38.9355665,4066,6866,684,746,705,1378,966,1786,1173,2147,538,809,4271
199,7487,16592,D STREET SE AND 1ST STREET SE//1ST STREET SE AND D STREET SE,-77.00589279,38.88506483,5672,6847,1314,916,1147,1369,1445,1987,1356,2028,410,547,7487
200,5699,19100,NEW YORK AVENUE NW AND L STREET NW//L STREET NW AND NEW YORK AVENUE NW,-77.01822145,38.90416391,6162,6823,234,790,785,894,1352,1247,2601,2523,1190,1369,589
201,5709,17240,GEORGIA AVENUE NW AND QUINCY STREET NW//QUINCY STREET NW AND GEORGIA AVENUE NW,-77.02449914,38.93761022,4031,6815,939,1376,704,1222,885,1566,1047,1891,456,760,5709
202,7633,17285,G STREET NW AND 6TH STREET NW//6TH STREET NW AND G STREET NW,-77.01990566,38.8983101,6605,6800,282,209,1299,888,1824,2004,2229,2247,971,1452,4208
203,914,15983,CONNECTICUT AVENUE NW AND N STREET NW//N STREET NW AND CONNECTICUT AVENUE NW,-77.04206417,38.90724655,5827,6784,591,508,1325,1429,1580,1910,1578,2073,753,864,1786
204,7060,16626,14TH STREET NW AND Q STREET NW//Q STREET NW AND 14TH STREET NW,-77.03195203,38.911129100000004,6994,6777,417,611,1153,1180,1494,1465,2590,1861,1340,1660,7060
205,2456,19684,CORCORAN STREET NW AND 17TH STREET NW//17TH STREET NW AND CORCORAN STREET NW,-77.03848371,38.9118696,5451,6764,373,943,830,1161,1209,1370,1973,1993,1066,1297,2456
206,4557,13537,M STREET SE AND HALF STREET SE//HALF STREET SE AND M STREET SE,-77.00745974,38.87648335,6312,6755,296,514,923,950,1569,1671,2378,2216,1146,1404,4557
207,1480,12937,15TH STREET NW AND VERMONT AVENUE NW//VERMONT AVENUE NW AND 15TH STREET NW//15TH STREET NW AND K STREET NW//VERMONT AVENUE NW AND K STREET NW//K STREET NW AND VERMONT AVENUE NW//K STREET NW AND 15TH STREET NW,-77.03363159,38.90251853,6611,6738,1296,492,1680,1700,1811,1898,1375,1999,449,649,7584
208,2943,74,R STREET NW AND CONNECTICUT AVENUE NW//CONNECTICUT AVENUE NW AND R STREET NW,-77.04515671,38.91260677,5577,6735,724,805,1333,1535,1414,1751,1485,1831,621,813,465
209,5592,19042,F STREET NW AND NEW HAMPSHIRE AVENUE NW//NEW HAMPSHIRE AVENUE NW AND F STREET NW,-77.05487108,38.89734696,7172,6709,942,670,943,872,1870,1409,2703,2560,714,1198,5592
210,1096,14197,GEORGIA AVENUE NW AND ROCK CREEK CHURCH ROAD NW//ROCK CREEK CHURCH ROAD NW AND GEORGIA AVENUE NW//NEW HAMPSHIRE AVENUE NW AND GEORGIA AVENUE NW//ROCK CREEK CHURCH ROAD NW AND NEW HAMPSHIRE AVENUE NW//NEW HAMPSHIRE AVENUE NW AND ROCK CREEK CHURCH ROAD NW//GEORGIA AVENUE NW AND NEW HAMPSHIRE AVENUE NW,-77.02429755,38.93632883,2655,6677,607,1437,512,1467,588,1538,642,1637,306,598,5709
211,11,12694,O STREET NW AND 37TH STREET NW//37TH STREET NW AND O STREET NW,-77.07160920000003,38.90767682,5946,6671,604,473,1386,1645,1728,1954,1613,1825,615,774,11
212,2443,19177,L STREET NW AND 16TH STREET NW//16TH STREET NW AND L STREET NW,-77.03653852,38.90373933,6731,6648,1521,705,1547,1727,1708,1671,1470,2019,485,526,2448
213,2842,16564,19TH STREET NW AND K STREET NW//K STREET NW AND 19TH STREET NW,-77.04345994,38.9025244,5919,6635,1702,512,1410,1636,1517,1988,1022,2026,268,473,7931
214,387,13066,NEW JERSEY AVENUE NW AND E STREET NW//E STREET NW AND NEW JERSEY AVENUE NW,-77.01143154,38.89612292,6445,6626,716,765,1249,1546,1856,1536,1785,2076,839,703,7390
215,3796,13917,PENNSYLVANIA AVENUE NW AND 13TH STREET NW//13TH STREET NW AND PENNSYLVANIA AVENUE NW,-77.02963309,38.89544695,6882,6547,890,443,1565,1464,2263,2310,1704,1901,460,429,4285
216,2001,13085,MADISON DRIVE NW AND 7TH STREET NW//7TH STREET NW AND MADISON DRIVE NW,-77.021908,38.89053849,7153,6468,239,192,1857,1453,3049,2741,1587,1693,421,389,2000
217,6783,13213,9TH STREET NW AND U STREET NW//U STREET NW AND FLORIDA AVENUE NW//U STREET NW AND 9TH STREET NW//FLORIDA AVENUE NW AND 9TH STREET NW//FLORIDA AVENUE NW AND U STREET NW//9TH STREET NW AND FLORIDA AVENUE NW,-77.0239553,38.91699049,5942,6457,187,556,676,827,1295,1441,2255,2059,1529,1574,6783
218,6577,14660,PENNSYLVANIA AVENUE SE AND 7TH STREET SE//7TH STREET SE AND PENNSYLVANIA AVENUE SE,-76.99617461,38.88467533,5675,6442,676,625,1383,1423,1415,1796,1576,1822,625,776,6577
219,6632,18972,L STREET NW AND 13TH STREET NW//13TH STREET NW AND L STREET NW,-77.02962728,38.90373705,6164,6437,1369,1031,1235,1411,1464,1427,1519,2028,577,540,2394
220,530,18031,15TH STREET NW AND U STREET NW//U STREET NW AND 15TH STREET NW,-77.03453217,38.91700243,6802,6429,449,1016,1020,930,1412,1217,2724,2118,1197,1148,2054
221,71,16877,COLUMBIA ROAD NW AND ADAMS MILL ROAD NW//ADAMS MILL ROAD NW AND 18TH STREET NW//18TH STREET NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND 18TH STREET NW//18TH STREET NW AND ADAMS MILL ROAD NW//ADAMS MILL ROAD NW AND COLUMBIA ROAD NW,-77.04268424,38.92266111,6089,6403,509,974,1077,1325,1336,1474,1893,1554,1274,1076,1924
222,5714,18669,14TH STREET NW AND R STREET NW//R STREET NW AND 14TH STREET NW,-77.03195258,38.91260629,6219,6402,423,868,1056,1244,1309,1386,2217,1703,1214,1201,7060
223,2964,15985,6TH STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND 6TH STREET NW,-77.01991848,38.90146933,5655,6390,789,1181,1320,1456,1189,1411,1621,1556,736,786,589
224,4022,13451,21ST STREET NW AND I STREET NW//I STREET NW AND 21ST STREET NW,-77.04665073,38.90069293,6411,6328,611,353,1381,1151,1818,1894,1800,1995,801,935,7550
225,2737,18998,12TH STREET NW AND U STREET NW//U STREET NW AND 12TH STREET NW,-77.02808349,38.91699749,4492,6287,300,1270,699,1147,981,1311,1579,1554,933,1005,2028
226,8308,16687,HAWTHORNE STREET NW AND CONNECTICUT AVENUE NW//CONNECTICUT AVENUE NW AND HAWTHORNE STREET NW,-77.0547186,38.92904245,5764,6284,698,362,1872,1637,1996,2440,912,1469,286,376,8308
227,6921,11553,CONSTITUTION AVENUE NW AND PENNSYLVANIA AVENUE NW//PENNSYLVANIA AVENUE NW AND CONSTITUTION AVENUE NW,-77.01858462,38.89239336,4676,6281,529,280,1432,1889,1707,2419,803,1354,205,339,6921
228,3920,19245,INDEPENDENCE AVENUE SW AND 17TH STREET SW//17TH STREET SW AND INDEPENDENCE AVENUE SW,-77.03949375,38.88801048,7252,6279,268,180,1726,1397,2538,2238,2018,1803,702,661,3920
229,436,13801,25TH STREET NW AND PENNSYLVANIA AVENUE NW//L STREET NW AND MISSOURI AVENUE NW//PENNSYLVANIA AVENUE NW AND 25TH STREET NW//L STREET NW AND 25TH STREET NW//PENNSYLVANIA AVENUE NW AND L STREET NW//25TH STREET NW AND L STREET NW,-77.05330311,38.90363649,5667,6262,330,734,934,1150,1509,1532,2038,1970,856,876,436
