,Unnamed: 0,unique_intersection_id,INTERSECTIONID,FULLINTERSECTION,LONGITUDE,LATITUDE,all_dropoffs,all_pickups,morning_dropoffs,morning_pickups,late_morning_dropoffs,late_morning_pickups,afternoon_dropoffs,afternoon_pickups,evening_dropoffs,evening_pickups,late_evening_dropoffs,late_evening_pickups
1197,6888,6889,15945,6TH STREET NW AND P STREET NW//P STREET NW AND 6TH STREET NW,-77.01990185,38.90964324,920,717,59,221,118,119,169,107,381,164,193,106
1198,2259,2260,14801,3RD AVENUE SW AND P STREET SW//P STREET SW AND 3RD AVENUE SW,-77.01701079,38.87203959,614,715,106,174,107,141,142,174,167,170,92,56
1199,5024,5025,15735,CANAL STREET SE AND WASHINGTON AVENUE SW//CANAL STREET SE AND SOUTH CAPITOL STREET//WASHINGTON AVENUE SW AND SOUTH CAPITOL STREET//SOUTH CAPITOL STREET AND WASHINGTON AVENUE SW//WASHINGTON AVENUE SW AND CANAL STREET SE//SOUTH CAPITOL STREET AND CANAL STREET SE,-77.00906762,38.88385737,673,714,245,83,133,143,154,207,103,249,38,32
1200,6170,6171,20244,LOWMAN STREET NE AND SWITZER DRIVE NE//SWITZER DRIVE NE AND LOWMAN STREET NE,-76.99054207,38.90913607,699,713,86,75,133,156,182,188,191,206,107,88
1201,6774,6775,15419,P STREET NW AND MARION STREET NW//MARION STREET NW AND P STREET NW,-77.02092304,38.90964378,874,712,56,122,131,110,162,137,382,199,143,144
1202,5817,5818,19175,SCOTT CIRCLE NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND SCOTT CIRCLE NW,-77.03686802,38.9073537,1128,711,286,137,218,152,240,164,265,186,119,72
1203,7061,7062,19221,RHODE ISLAND AVENUE NE AND 2ND STREET NE//2ND STREET NE AND RHODE ISLAND AVENUE NE,-77.00351272,38.91872668,806,711,39,148,111,111,138,136,325,168,193,148
1204,266,267,17462,EAST PLACE NW AND 27TH STREET NW//27TH STREET NW AND EAST PLACE NW,-77.05514626,38.91021577,699,711,39,125,89,100,151,133,278,232,142,121
1205,494,495,16123,14TH STREET NW AND SHEPHERD STREET NW//SHEPHERD STREET NW AND 14TH STREET NW,-77.03272925,38.93974173,816,710,50,118,113,112,195,166,314,178,144,136
1206,3781,3782,13733,Q STREET NW AND 8TH STREET NW//8TH STREET NW AND Q STREET NW,-77.0229471,38.91112518,1055,706,41,92,103,74,242,132,422,218,247,190
1207,6112,6113,-99,29TH STREET NW UNDER INTERSTATE 66 EASTBOUND,-77.0580488,38.90273766,809,705,71,45,137,102,209,193,284,239,108,126
1208,2241,2242,17828,EAST BASIN DRIVE SW AND MAINE AVENUE SW//MAINE AVENUE SW AND EAST BASIN DRIVE SW,-77.03293008,38.88399334,864,705,30,15,195,117,317,254,252,242,70,77
1209,4393,4394,15114,NEW JERSEY AVENUE SE AND E STREET SE//NEW JERSEY AVENUE SE AND NORTH CAROLINA AVENUE SE//E STREET SE AND NORTH CAROLINA AVENUE SE//E STREET SE AND NEW JERSEY AVENUE SE//NORTH CAROLINA AVENUE SE AND NEW JERSEY AVENUE SE//NORTH CAROLINA AVENUE SE AND E STREET SE,-77.00659688,38.88323429,1012,705,181,124,200,143,249,146,282,229,100,63
1210,2927,2928,17179,JOHNSON AVENUE NW AND S STREET NW//S STREET NW AND JOHNSON AVENUE NW,-77.03325411,38.91409356,1188,705,69,95,188,122,261,174,440,195,230,119
1211,5512,5513,14808,PINE STREET NW AND 16TH STREET NW//16TH STREET NW AND PINE STREET NW,-77.03645625,38.93059207,626,703,43,51,101,134,155,182,230,219,97,117
1212,5917,5918,18642,7TH STREET SE AND EAST CAPITOL STREET//7TH STREET NE AND EAST CAPITOL STREET//EAST CAPITOL STREET AND 7TH STREET SE//7TH STREET NE AND 7TH STREET SE//EAST CAPITOL STREET AND 7TH STREET NE//7TH STREET SE AND 7TH STREET NE,-76.99617319,38.88980531,879,703,44,111,129,95,193,126,322,237,191,134
1213,5467,5468,18653,FULLER STREET NW AND 15TH STREET NW//15TH STREET NW AND FULLER STREET NW,-77.03539014,38.92479915,805,702,51,159,102,69,171,133,311,197,170,144
1214,4168,4169,15126,FRANKLIN STREET NW AND NEW JERSEY AVENUE NW//NEW JERSEY AVENUE NW AND FRANKLIN STREET NW,-77.01661135,38.91052116,708,701,30,95,100,65,198,239,253,171,127,131
1215,1457,1458,17191,4TH STREET NE AND F STREET NE//F STREET NE AND 4TH STREET NE,-77.00057120000002,38.8973351,871,699,69,90,149,94,188,138,340,251,125,126
1216,7601,7602,14961,FLORIDA AVENUE NW AND 1ST STREET NW//1ST STREET NW AND FLORIDA AVENUE NW,-77.01215693,38.91211691,1047,697,63,82,128,114,180,112,474,206,202,183
1217,2070,2071,17067,INGLESIDE TERRACE NW AND 19TH STREET NW//NEWTON STREET NW AND 19TH STREET NW//19TH STREET NW AND NEWTON STREET NW//INGLESIDE TERRACE NW AND NEWTON STREET NW//19TH STREET NW AND INGLESIDE TERRACE NW//NEWTON STREET NW AND INGLESIDE TERRACE NW,-77.04418868,38.93417408,881,695,31,162,108,108,196,157,363,163,183,105
1218,715,716,-463,FRANCIS SCOTT KEY BRIDGE NW AND WHITEHURST FREEWAY NW,-77.06915208,38.90390029,679,695,50,19,86,85,188,226,247,244,108,121
1219,4100,4101,13806,16TH STREET NW AND MONROE STREET NW//MONROE STREET NW AND 16TH STREET NW,-77.03645774,38.93260732,863,693,79,135,107,116,176,134,288,197,213,111
1220,8027,8028,18135,Q STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND Q STREET NW,-77.0477248,38.91112979,921,690,72,75,155,103,221,153,313,229,160,130
1221,5475,5476,16861,5TH STREET SE AND L STREET SE//L STREET SE AND 5TH STREET SE,-76.99952173,38.87752523,808,690,68,100,114,87,163,138,286,220,177,145
1222,3999,4000,19351,Q STREET NW AND MARION STREET NW//MARION STREET NW AND Q STREET NW,-77.02092163,38.91112376,884,688,68,118,111,100,191,129,355,219,159,122
1223,2962,2963,17251,5TH STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND 5TH STREET NW,-77.01892694,38.90112429,950,688,90,143,139,97,197,126,375,217,149,105
1224,3810,3811,14807,LAMONT STREET NW AND 16TH STREET NW//16TH STREET NW AND LAMONT STREET NW,-77.03645756,38.93045055,746,687,67,115,133,134,141,182,240,139,165,117
1225,8327,8328,-706,INTERSTATE 395 INTERSTATE BN AND WASHINGTON AVENUE SW,-77.01246744,38.88590603,771,685,278,49,182,177,161,227,119,213,31,19
1226,4654,4655,15428,G STREET SE AND 4TH STREET SE//4TH STREET SE AND G STREET SE,-77.00057557,38.88127155,745,685,52,77,129,104,155,137,292,215,117,152
1227,4865,4866,16739,LAMONT STREET NW AND MOUNT PLEASANT STREET NW//MOUNT PLEASANT STREET NW AND LAMONT STREET NW,-77.03830797,38.93115287,715,684,58,102,113,124,147,150,228,170,169,138
1228,237,238,19744,MOUNT PLEASANT STREET NW AND HOBART STREET NW//HOBART STREET NW AND MOUNT PLEASANT STREET NW,-77.03700612,38.9278667,899,682,87,86,118,110,210,176,315,187,169,123
1229,4067,4068,16847,WATER STREET NW AND 33RD STREET NW//33RD STREET NW AND WATER STREET NW,-77.06597216,38.90347321,867,681,36,24,146,70,247,175,304,300,134,112
1230,1991,1992,15934,T STREET NW AND 6TH STREET NW//6TH STREET NW AND T STREET NW,-77.01999819,38.9156534,729,681,72,72,84,82,157,129,254,227,162,171
1231,2529,2530,14971,W STREET NW AND 5TH STREET NW//5TH STREET NW AND W STREET NW,-77.01909273,38.91925463,596,680,106,66,148,163,149,201,125,158,68,92
1232,6097,6098,13506,4TH STREET SW AND VIRGINIA AVENUE SW,-77.01755747,38.88468099,811,680,85,29,216,146,366,319,109,170,35,16
1233,7694,7695,16096,14TH STREET NW AND GIRARD STREET NW,-77.03233903,38.92574203,647,678,44,161,102,159,158,131,211,131,132,96
1234,3203,3204,17761,1ST STREET SE AND NORTH CAROLINA AVENUE SE//NORTH CAROLINA AVENUE SE AND 1ST STREET SE,-77.00588793,38.88348224,748,678,150,78,127,116,177,186,205,224,89,74
1235,8408,8409,-251,E STREET EXPRESSWAY NW WESTBOUND UNDER VIRGINIA AVENUE NW,-77.04762181,38.89580758,733,678,61,38,138,115,221,186,201,244,112,95
1236,7928,7929,16377,CORCORAN STREET NW AND 18TH STREET NW//18TH STREET NW AND CORCORAN STREET NW,-77.04166766,38.91186784,906,678,146,139,147,117,169,113,276,193,168,116
1237,7195,7196,19762,LINCOLN ROAD NE AND T STREET NE//T STREET NE AND LINCOLN ROAD NE,-77.00768026,38.91556262,862,677,66,158,103,93,182,134,360,205,151,87
1238,4899,4900,18641,ECKINGTON PLACE NE AND HARRY THOMAS WAY NE//HARRY THOMAS WAY NE AND ECKINGTON PLACE NE,-77.00493709999998,38.91058142,755,677,39,113,106,97,163,140,328,238,119,89
1239,2405,2406,17816,CAROLINE STREET NW AND 15TH STREET NW//15TH STREET NW AND CAROLINE STREET NW,-77.03453459,38.91628789,1071,676,80,109,142,78,214,113,444,246,191,130
1240,6616,6617,15499,EUCLID STREET NW AND 9TH STREET NW//9TH STREET NW AND EUCLID STREET NW,-77.02448974,38.9240002,828,676,90,107,155,120,194,195,244,147,145,107
1241,7398,7399,19300,MASSACHUSETTS AVENUE NW AND WARD CIRCLE NW//WARD CIRCLE NW AND MASSACHUSETTS AVENUE NW,-77.0855854,38.93766239,773,675,114,58,198,179,211,187,173,180,77,71
1242,2977,2978,16413,IRVING STREET NW AND SHERMAN AVENUE NW//SHERMAN AVENUE NW AND IRVING STREET NW,-77.02623246,38.92882316,867,675,39,100,102,95,185,144,377,221,164,115
1243,6553,6554,14831,BANNEKER CIRCLE SW AND L'ENFANT PROMENADE SW//L'ENFANT PROMENADE SW AND BANNEKER CIRCLE SW,-77.02554854,38.88165298,941,675,71,47,149,109,241,173,342,224,138,122
1244,4320,4321,529,3RD STREET NW AND D STREET NW//D STREET NW AND 3RD STREET NW,-77.01516862,38.8947949,830,673,158,53,173,110,283,251,176,218,40,41
1245,2047,2048,18654,GIRARD STREET NW AND 15TH STREET NW//15TH STREET NW AND GIRARD STREET NW,-77.03542407,38.9253191,794,673,44,80,146,99,180,162,271,195,153,137
1246,2378,2379,16762,FLORIDA AVENUE NW AND 11TH STREET NW//11TH STREET NW AND FLORIDA AVENUE NW,-77.02703618,38.9207634,1089,673,116,80,242,192,213,150,319,127,199,124
1247,881,882,17148,RHODE ISLAND AVENUE NW AND MARION STREET NW//R STREET NW AND RHODE ISLAND AVENUE NW//MARION STREET NW AND R STREET NW//MARION STREET NW AND RHODE ISLAND AVENUE NW//R STREET NW AND MARION STREET NW//RHODE ISLAND AVENUE NW AND R STREET NW,-77.02101389,38.91263387,973,667,91,111,124,88,210,109,353,219,195,140
1248,2227,2228,342,OHIO DRIVE SW AND INDEPENDENCE AVENUE SW//23RD STREET SW AND OHIO DRIVE SW//INDEPENDENCE AVENUE SW AND OHIO DRIVE SW//OHIO DRIVE SW AND 23RD STREET SW//INDEPENDENCE AVENUE SW AND 23RD STREET SW//23RD STREET SW AND INDEPENDENCE AVENUE SW,-77.05017664,38.88713685,976,666,70,40,169,127,336,228,291,194,110,77
1249,2590,2591,16700,11TH STREET NW AND EUCLID STREET NW//EUCLID STREET NW AND 11TH STREET NW,-77.02703801,38.92376696,916,664,50,122,118,97,191,128,353,181,204,136
1250,4483,4484,16765,G STREET NE AND 11TH STREET NE//11TH STREET NE AND G STREET NE,-76.99152691,38.89890847,956,663,43,156,80,72,174,101,475,213,184,121
1251,1129,1130,17682,PENN STREET NE AND BRENTWOOD PARKWAY NE//BRENTWOOD PARKWAY NE AND PENN STREET NE//PENN STREET NE AND 6TH STREET NE//6TH STREET NE AND BRENTWOOD PARKWAY NE//BRENTWOOD PARKWAY NE AND 6TH STREET NE//6TH STREET NE AND PENN STREET NE,-76.99584203,38.90961297,764,663,124,22,114,132,168,169,225,233,133,107
1252,774,775,17302,MACOMB STREET NW AND NEW MEXICO AVENUE NW//NEW MEXICO AVENUE NW AND MACOMB STREET NW,-77.08583579,38.93350078,594,662,103,65,133,149,168,211,145,165,45,72
1253,7840,7841,-454,INTERSTATE 395 INTERSTATE BN AND D STREET NW,-77.01403209,38.8933548,341,662,67,19,95,166,86,228,71,194,22,55
1254,5228,5229,13786,S STREET NW AND 11TH STREET NW//11TH STREET NW AND S STREET NW,-77.02703515,38.91409019,887,660,69,122,120,145,173,113,350,165,175,115
1255,7487,7488,13682,M STREET SE AND 3RD STREET SE//3RD STREET SE AND M STREET SE,-77.00203811,38.87648068,934,660,201,105,195,125,214,195,225,181,99,54
1256,6439,6440,15859,H STREET SW AND 7TH STREET SW//7TH STREET SW AND H STREET SW,-77.02190081,38.88027985,934,659,45,102,110,67,243,149,350,206,186,135
1257,5725,5726,16092,D STREET NE AND 3RD STREET NE//3RD STREET NE AND D STREET NE,-77.00203723,38.89479158,837,658,112,84,109,79,194,139,286,242,136,114
1258,3103,3104,18677,45TH STREET NE AND BENNING ROAD NE//BENNING ROAD NE AND 45TH STREET NE,-76.93807556,38.89063881,252,658,39,70,48,87,66,166,70,234,29,101
1259,3602,3603,13538,14TH STREET SE AND GOOD HOPE ROAD SE//GOOD HOPE ROAD SE AND 14TH STREET SE,-76.98512841,38.86677537,381,658,44,106,76,155,98,161,92,138,71,98
1260,1799,1800,14742,CONNECTICUT AVENUE NW AND ELLICOTT STREET NW//ELLICOTT STREET NW AND CONNECTICUT AVENUE NW,-77.06882529,38.95330802,552,658,16,128,73,97,155,118,208,214,100,101
1261,4352,4353,15124,7TH STREET NE AND G STREET NE//G STREET NE AND 7TH STREET NE,-76.99616763,38.89890808,938,657,62,108,129,96,214,120,375,205,158,128
1262,2140,2141,13565,CANAL STREET SE AND I STREET SE//CANAL STREET SE AND 2ND STREET SE//I STREET SE AND 2ND STREET SE//2ND STREET SE AND I STREET SE//I STREET SE AND CANAL STREET SE//2ND STREET SE AND CANAL STREET SE,-77.00351496,38.87928587,740,656,66,91,142,136,158,141,265,201,109,87
1263,2889,2890,14833,12TH STREET NW AND CLIFTON STREET NW//CLIFTON STREET NW AND 12TH STREET NW,-77.0280417,38.92243367,670,655,232,143,91,149,132,160,151,141,64,62
1264,4031,4032,12731,WISCONSIN AVENUE NW AND NORTON PLACE NW//NORTON PLACE NW AND WISCONSIN AVENUE NW,-77.07289206,38.93551635,640,655,59,93,122,143,188,136,193,203,78,80
1265,7499,7500,14832,BANNEKER CIRCLE SW AND L'ENFANT PROMENADE SW//L'ENFANT PROMENADE SW AND BANNEKER CIRCLE SW,-77.02598348,38.88197883,857,654,29,6,125,58,287,211,307,258,109,121
1266,279,280,13199,MCGILL TERRACE NW AND 29TH STREET NW//CLEVELAND AVENUE NW AND MCGILL TERRACE NW//CLEVELAND AVENUE NW AND CALVERT STREET NW//29TH STREET NW AND CLEVELAND AVENUE NW//CLEVELAND AVENUE NW AND 29TH STREET NW//29TH STREET NW AND MCGILL TERRACE NW//CALVERT STREET NW AND 29TH STREET NW//29TH STREET NW AND CALVERT STREET NW//MCGILL TERRACE NW AND CLEVELAND AVENUE NW//MCGILL TERRACE NW AND CALVERT STREET NW//CALVERT STREET NW AND CLEVELAND AVENUE NW//CALVERT STREET NW AND MCGILL TERRACE NW,-77.05771776,38.92321287,699,654,63,107,95,84,203,133,231,222,107,108
1267,6598,6599,13732,FLORIDA AVENUE NW AND 5TH STREET NW//5TH STREET NW AND FLORIDA AVENUE NW,-77.01892751,38.91500084,798,652,34,44,117,93,206,138,282,246,159,131
1268,3784,3785,17427,S STREET NW AND 9TH STREET NW//9TH STREET NW AND S STREET NW,-77.0239677,38.91408611,1001,651,56,75,163,119,207,138,379,197,196,122
1269,1965,1966,13540,K STREET NW AND 1ST STREET NW//1ST STREET NW AND K STREET NW,-77.01217109,38.90251671,968,651,73,104,163,125,230,111,348,200,154,111
1270,7281,7282,11175,DELAWARE AVENUE NE AND C STREET NE//C STREET NE AND DELAWARE AVENUE NE,-77.00757531,38.89362918,697,649,267,99,185,220,157,201,72,118,16,11
1271,4047,4048,14848,BELMONT STREET NW AND BEEKMAN PLACE NW//BEEKMAN PLACE NW AND BELMONT STREET NW,-77.03715687,38.92031339,684,649,82,136,77,106,124,107,266,184,135,116
1272,1889,1890,18198,P STREET NW AND 10TH STREET NW//10TH STREET NW AND P STREET NW,-77.02598909999998,38.9096451,955,649,67,183,119,86,203,96,375,178,191,106
1273,2500,2501,11600,INDIANA AVENUE NW AND 1ST STREET NW//1ST STREET NW AND INDIANA AVENUE NW,-77.01218077,38.89371239,653,648,134,39,133,157,182,219,155,187,49,46
1274,5970,5971,-445,C STREET NW AND INTERSTATE 395 INTERSTATE,-77.01253916,38.89356548,572,647,192,28,127,160,162,251,72,187,19,21
1275,4206,4207,16012,25TH STREET NW AND H STREET NW//H STREET NW AND 25TH STREET NW,-77.05330776,38.89966566,554,645,78,127,85,187,157,131,163,135,71,65
1276,608,609,15005,13TH STREET NW AND KENYON STREET NW//KENYON STREET NW AND 13TH STREET NW,-77.02970886,38.92965684,910,645,49,84,135,81,211,144,333,182,182,154
1277,5732,5733,13851,EAST CAPITOL STREET AND 6TH STREET NE//6TH STREET SE AND EAST CAPITOL STREET//6TH STREET NE AND EAST CAPITOL STREET//EAST CAPITOL STREET AND 6TH STREET SE//6TH STREET NE AND 6TH STREET SE//6TH STREET SE AND 6TH STREET NE,-76.99844576,38.88980878,856,644,86,115,127,89,195,126,307,206,141,108
1278,8049,8050,16801,GEORGIA AVENUE NW AND PRINCETON PLACE NW//PRINCETON PLACE NW AND GEORGIA AVENUE NW,-77.02413036,38.93523365,958,643,45,32,92,60,152,121,390,237,279,193
1279,4243,4244,17958,8TH STREET NW AND BARRY PLACE NW//BARRY PLACE NW AND 8TH STREET NW,-77.02309865,38.92086487,849,643,58,81,173,126,219,158,234,167,165,111
1280,5198,5199,18834,L STREET SW AND 3RD STREET SW//3RD STREET SW AND L STREET SW,-77.01520735,38.87752947,755,642,34,125,88,102,188,106,295,188,150,121
1281,6437,6438,12995,I STREET SW AND 6TH STREET SW//6TH STREET SW AND I STREET SW,-77.01989361,38.87928495,1080,638,45,65,132,101,240,107,463,239,200,126
1282,7749,7750,-519,INTERSTATE 66 INTERSTATE BN AND L STREET NW,-77.0552425,38.90264175,632,638,49,96,90,116,148,113,245,214,100,99
1283,3425,3426,15474,6TH STREET SE AND SEWARD SQUARE SE//NORTH CAROLINA AVENUE SE AND SEWARD SQUARE SE//NORTH CAROLINA AVENUE SE AND 6TH STREET SE//6TH STREET SE AND NORTH CAROLINA AVENUE SE//SEWARD SQUARE SE AND 6TH STREET SE//SEWARD SQUARE SE AND NORTH CAROLINA AVENUE SE,-76.9984592,38.88646596,896,637,59,62,258,119,241,201,232,155,106,100
1284,7695,7696,18849,GEORGIA AVENUE NW AND GIRARD STREET NW//GIRARD STREET NW AND GEORGIA AVENUE NW,-77.02280628,38.92614425,679,636,47,85,135,124,167,164,212,159,118,104
1285,5393,5394,13430,HOBART PLACE NW AND 5TH STREET NW//5TH STREET NW AND HOBART PLACE NW,-77.02058221,38.92798029,719,635,26,88,81,89,179,150,234,181,199,127
1286,3061,3062,13485,MASSACHUSETTS AVENUE NE AND C STREET NE//MASSACHUSETTS AVENUE NE AND 4TH STREET NE//C STREET NE AND 4TH STREET NE//4TH STREET NE AND MASSACHUSETTS AVENUE NE//4TH STREET NE AND C STREET NE//C STREET NE AND MASSACHUSETTS AVENUE NE,-77.00057705,38.89407381,795,634,118,55,154,126,150,150,266,205,107,98
1287,690,691,16421,10TH STREET NW AND W STREET NW//W STREET NW AND 10TH STREET NW,-77.02599188,38.91918106,832,634,30,70,129,92,174,155,322,182,177,135
1288,2765,2766,17441,CONNECTICUT AVENUE NW AND ASHMEAD PLACE NW//ASHMEAD PLACE NW AND CONNECTICUT AVENUE NW,-77.04831293,38.91871766,728,633,45,116,118,99,146,121,269,168,150,129
1289,2808,2809,15272,NEW JERSEY AVENUE NW AND R STREET NW//R STREET NW AND NEW JERSEY AVENUE NW,-77.01736268,38.91260576,918,632,61,107,99,65,198,117,331,191,229,152
1290,699,700,19246,PENNSYLVANIA AVENUE NW AND WASHINGTON CIRCLE NW//WASHINGTON CIRCLE NW AND PENNSYLVANIA AVENUE NW,-77.05072270000002,38.90273554,1101,632,104,94,200,110,277,147,375,207,145,74
1291,2162,2163,-683,INTERSTATE 395 AND 12TH ST EXPRESSWAY SW,-77.02548627,38.88274929,576,631,51,22,132,114,213,200,137,229,43,66
1292,5023,5024,13507,4TH STREET SW AND VIRGINIA AVENUE SW//VIRGINIA AVENUE SW AND 4TH STREET SW,-77.01755636,38.88438659,646,630,84,136,139,135,230,157,158,162,35,40
1293,828,829,16159,E STREET NE AND 6TH STREET NE//6TH STREET NE AND E STREET NE,-76.99844412,38.89611653,799,630,30,119,74,69,178,111,320,193,197,138
1294,2017,2018,11143,CLIFTON STREET NW AND 11TH STREET NW//11TH STREET NW AND CLIFTON STREET NW,-77.02703612,38.92242805,968,625,92,125,115,97,199,130,368,167,194,106
1295,347,348,14392,GEORGIA AVENUE NW AND COLUMBIA ROAD NW//COLUMBIA ROAD NW AND GEORGIA AVENUE NW,-77.02309489,38.92812323,816,624,44,65,138,99,173,143,284,171,177,146
1296,6873,6874,13553,PARK ROAD NW AND GEORGIA AVENUE NW//GEORGIA AVENUE NW AND PARK ROAD NW,-77.02380117,38.9330173,701,624,52,86,119,112,142,119,238,179,150,128
1297,7671,7672,18999,7TH STREET SE AND I STREET SE,-76.99618237,38.87973141,674,623,75,66,137,136,133,118,245,197,84,106
1298,2552,2553,13834,S STREET NW AND 21ST STREET NW//S STREET NW AND FLORIDA AVENUE NW//21ST STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND 21ST STREET NW//FLORIDA AVENUE NW AND S STREET NW//21ST STREET NW AND S STREET NW,-77.04657406,38.9140308,776,623,104,87,113,93,140,103,292,217,127,123
1299,8423,8424,16933,WESTOVER PLACE NW AND WESTOVER PLACE NW,-77.08408173,38.93590291,680,622,44,55,116,112,230,170,216,194,74,91
1300,5554,5555,17255,NEWPORT PLACE NW AND 22ND STREET NW//22ND STREET NW AND NEWPORT PLACE NW,-77.04879803,38.90790018,848,621,49,73,112,88,181,129,314,185,192,146
1301,5572,5573,18470,CANAL ROAD NW AND FOXHALL ROAD NW//FOXHALL ROAD NW AND CANAL ROAD NW,-77.07917101,38.90595457,582,621,49,46,80,106,161,179,201,205,91,85
1302,6831,6832,15677,14TH STREET NW AND FAIRMONT STREET NW//FAIRMONT STREET NW AND 14TH STREET NW,-77.03221982,38.92454144,774,620,54,131,117,90,191,128,255,146,157,125
1303,8407,8408,7315,11TH STREET NW AND VERMONT AVENUE NW,-77.02703545,38.91367574,784,619,95,109,133,104,148,122,287,166,121,118
1304,4905,4906,19509,5TH STREET NE AND I STREET NE//I STREET NE AND 5TH STREET NE,-76.99950924,38.90132419,805,619,45,160,89,59,179,90,359,204,133,106
1305,5614,5615,13630,O STREET NW AND VERMONT AVENUE NW//VERMONT AVENUE NW AND O STREET NW,-77.03024416,38.90857326,646,617,48,123,80,94,136,106,247,178,135,116
1306,1365,1366,18607,NEAL STREET NE AND BLADENSBURG ROAD NE//BLADENSBURG ROAD NE AND NEAL STREET NE,-76.98232087,38.90173584,704,617,53,87,118,128,188,137,227,171,118,94
1307,5415,5416,17869,MONROE STREET NW AND 13TH STREET NW//13TH STREET NW AND MONROE STREET NW,-77.02971841,38.93236402,806,617,47,97,105,94,192,113,287,197,175,116
1308,1745,1746,16214,D STREET NE AND 4TH STREET NE//4TH STREET NE AND D STREET NE,-77.00057740000003,38.8947888,547,617,53,109,83,80,118,128,211,214,82,86
1309,3607,3608,15212,DELAWARE AVENUE NE AND D STREET NE//D STREET NE AND DELAWARE AVENUE NE,-77.00717693,38.89478723,933,616,226,105,237,177,247,165,178,152,45,17
1310,6843,6844,13807,16TH STREET NW AND NEWTON STREET NW//NEWTON STREET NW AND 16TH STREET NW,-77.0364559,38.93328798,814,614,65,116,87,93,159,100,347,191,156,114
1311,2989,2990,11705,CLYDESDALE PLACE NW AND SUMMIT PLACE NW//SUMMIT PLACE NW AND CLYDESDALE PLACE NW,-77.04306552,38.92653923,685,614,35,169,72,83,134,115,283,141,161,106
1312,5863,5864,19284,WARDER STREET NW AND IRVING STREET NW//IRVING STREET NW AND WARDER STREET NW,-77.01958109,38.92936549,722,613,87,153,74,84,137,108,274,172,150,96
1313,6458,6459,18158,MICHIGAN AVENUE NE AND FRANKLIN STREET NE//FRANKLIN STREET NE AND MICHIGAN AVENUE NE,-77.00629323,38.92700999,850,611,96,99,165,126,199,144,271,157,119,85
1314,8341,8342,18797,CHAMPLAIN STREET NW AND KALORAMA ROAD NW,-77.04086893,38.9201966,992,610,46,84,141,74,167,128,398,180,240,144
1315,116,117,16624,NORTH CAPITOL STREET AND BRYANT STREET NW//BRYANT STREET NW AND BRYANT STREET NE//NORTH CAPITOL STREET AND BRYANT STREET NE//BRYANT STREET NE AND NORTH CAPITOL STREET//BRYANT STREET NW AND NORTH CAPITOL STREET//BRYANT STREET NE AND BRYANT STREET NW,-77.00904219,38.92130645,770,609,43,138,82,94,161,121,349,163,135,93
1316,4645,4646,14530,5TH STREET NE AND C STREET NE//C STREET NE AND 5TH STREET NE,-76.99950756,38.89408056,384,608,42,205,78,109,101,84,112,151,51,59
1317,4308,4309,19706,O STREET NW AND COLUMBIA STREET NW//COLUMBIA STREET NW AND O STREET NW,-77.02497849,38.90857342,786,608,34,127,107,79,185,117,303,163,157,122
1318,7111,7112,15749,5TH STREET NW AND RHODE ISLAND AVENUE NW//RHODE ISLAND AVENUE NW AND 5TH STREET NW,-77.01892882,38.91336133,625,607,30,101,86,93,130,121,242,167,137,125
1319,537,538,15678,FAIRMONT STREET NW AND UNIVERSITY PLACE NW//UNIVERSITY PLACE NW AND FAIRMONT STREET NW,-77.03413640000002,38.92440154,652,606,41,145,85,119,141,116,233,131,152,95
1320,6483,6484,16398,4TH STREET SE AND INDEPENDENCE AVENUE SE//INDEPENDENCE AVENUE SE AND 4TH STREET SE,-77.00057746,38.8875976,805,606,100,75,118,91,184,131,277,198,126,111
1321,6838,6839,16221,5TH STREET NW AND N STREET NW//N STREET NW AND 5TH STREET NW,-77.01893744,38.90723754,919,606,64,82,125,101,188,120,375,191,167,112
1322,6388,6389,18293,11TH STREET NE AND D STREET NE//D STREET NE AND 11TH STREET NE,-76.9915297,38.89478381,731,605,34,178,89,77,143,89,324,174,141,87
1323,171,172,13706,Q STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND Q STREET NW,-77.04886762,38.91112777,726,604,50,63,98,66,184,125,284,235,110,115
1324,7797,7798,19201,OHIO DRIVE NW AND ROCK CREEK & POTOMAC PARKWAY NW//ROCK CREEK & POTOMAC PARKWAY NW AND OHIO DRIVE NW,-77.05504779,38.89222238,921,603,28,26,142,77,253,164,328,202,170,134
1325,6656,6657,15730,EAST PLACE NW AND 26TH STREET NW//26TH STREET NW AND EAST PLACE NW,-77.05477194,38.91019977,577,602,106,156,80,92,128,103,160,159,103,92
1326,3250,3251,245,INDEPENDENCE AVENUE SE AND 15TH STREET SE//15TH STREET SE AND INDEPENDENCE AVENUE SE,-76.98364826,38.88760114,496,602,26,138,61,103,117,106,210,181,82,74
1327,7809,7810,13487,14TH STREET NW AND CLIFTON STREET NW,-77.03201048,38.92242796,952,601,49,83,109,82,197,122,396,194,201,120
1328,5442,5443,17568,M STREET SW AND CARROLLSBURG PLACE SW//CARROLLSBURG PLACE SW AND M STREET SW,-77.00989859999999,38.87645461,945,600,40,48,135,88,199,128,377,200,194,136
